person A,id A,person B,id B,connection,collection item,date,notes,original data,,,
Mildred Cohn,28353569,Judith P. Klinman,61700069,recommends|used this person's scientific contribution,"Mildred Cohn, ""Klinman, Judith""",2001,,"Cohn nominated Klinman for the Weizmann Women & Science Award in 2001, she also nominated her for the ""Agnes Fay Morgan Research Award of Iota Sigma PI"" in 1978m and for promotion at the Institute for Cancer Research in 1977. Also has Klinman's articles in her papers.",,,
Mildred Cohn,28353569,Eileen Jaffe,0000-0003-4294-0386,recommends|worked in lab with|used this person's scientific contribution,"Mildred Cohn, ""Jaffe, Eileen""",1978|1977-1978,,Cohn recommended Jaffe for promotion at the Fox Chase Cancer Center in 2004. Has many of her articles in her papers.,,,
Eileen Jaffe,0000-0003-4294-0386,Jenny Glusker,51777052,worked in lab with|used this person's scientific contribution,"Mildred Cohn, Series V: ""Jaffe, Eileen""",1990,,"In promotion letter, Cohn mentions that Jaffe has begun using Dr. Glusker's method",,,
Mildred Cohn,28353569,Mary Ellen Jones,39437858,recommends,"Mildred Cohn, ""Jones, Mary Ellen""",1972,,Cohn recommends Jones for the Carvan Award at the American Chemical Society. Jones goes on to teach medicine at UNC Chapel Hill,,,
Mildred Cohn,28353569,Marlene Kayne,marlene-kayne-biology,recommends|worked in lab with,"Mildred Cohn, ""Kayne, Marlene""",1974| 1970-1974,,"Cohn recomments Kayne for membership in the American Society of Biological Chemists, as well as for Assistant Professor at University of Pennsylvania in 1975, and then for a molecular bioligist in 1977 at Colorado State University. Kayne worked with Cohn in her laboratory.",,,
Mildred Cohn,28353569,Patrizia LoPresti,patrizia-lopresti-psychology,recommends|worked in lab with|published together|used each other's research,"Mildred Cohn, Series V: ""LoPresti, Patrizia""",1992|1987-1989|1990,,Lo Presti's articles are in Cohn's papers,,,
Mildred Cohn,28353569,Aviva Lapidot,297932822,recommends,"Mildred Cohn, ""Lapidot, Aviva""",1969,,Cohn recommends Lapidot for promotion at The Weizmann Institute of Science in Israel in 1969. In 1985 she recommends her again for promotion to full professor (but the decision was postponed) and in 1988 Cohn renews her recommendation,,,
Aviva Lapidot,297932822,Marianne Grunberg-Manago,110625751,worked in lab with,"Mildred Cohn, ""Lapidot, Aviva""",,,Cohn mentions their work with MGM together at MGM's lab in first promotion letter,,,
Mildred Cohn,28353569,Rita Levi-Montalcini,85738872,corresponded with,"Mildred Cohn, ""Levi-Montalcini, Rita""",,,Levi-Montalcini and Cohn seemed to be friendly in 1964 around the time that Levi-Montalcini gave a talk at the Johnson Foundation. She is from Instituto Superiore di Sanita in Rome.,,,
Mildred Cohn,28353569,Martha L. Ludwig,martha-ludwig-biochemistry,corresponded with|used each other's research,"Mildred Cohn, ""Ludwig, Martha L.""",1971,,Ludwig is at the University of Michigan Institute of Science and Technology,,,
Mildred Cohn,28353569,Karin Norlén,karin-norlen-biochemistry,recommends|worked in lab with,"Mildred Cohn, ""N""",1974|1973-1974,,Norlen worked as a research technician in Cohn's lab,,,
Mildred Cohn,28353569,Gerty T. Cori,69754373,women appearing in letters|used this person's scientific contributions,"Mildred Cohn, ""Notable American Women"" folder","December 9, 1976",,"Cohn notes that Gerty Cori is ""the most outstanding"" woman chemist who died between 1951-1975. This is for a volume on Notable American Women by Barbara Sicherman. Cohn wrote and researched Cori and seems to view her as a model for female biochemists.",,,
Mildred Cohn,28353569,Arda Green,arda-green-biochemistry,women appearing in letters,"Mildred Cohn, ""Notable American Women"" folder","December 10, 1976",,Cohn notes that Green was an additional outstanding woman chemist,,,
Mildred Cohn,28353569,Ethel Ronzoni,ethel-ronzoni-biochemistry,women appearing in letters,"Mildred Cohn, ""Notable American Women"" folder","December 11, 1976",,Cohn notes that Ronzoni was an additional outstanding woman chemist. Ethel Ronzoni Bishop - taught home economics for a while before earning her PhD in biochemistry - https://en.wikipedia.org/wiki/Ethel_Ronzoni_Bishop,,,
Mildred Cohn,28353569,Mary Caldwell,232496189,women appearing in letters,"Mildred Cohn, ""Notable American Women"" folder","December 12, 1976",,"Cohn says that Caldwell may not qualify as a bio chemist, but is an outstanding nutritional chemist",,,
Mildred Cohn,28353569,Mary Osbakken,33350057,corresponded with|published together,"Mildred Cohn, ""Osbakken, Mary""",,,Osbakken resigns from UPA and goes to Bristol-Myers Squibb Company,,,
Mary Osbakken,33350057,Elizabeth Eshelman Miller,elizabeth-miller-biochemistry,mentioned in letter,"Mildred Cohn, ""Osbakken, Mary""",1993,,"Osbakken thanks Cohn for lunch with Elizabeth. An inference that Elizabeth is EEM, but seems to be a safe one because EEM and Cohn were working very closely together at this time.",,,
Mary Osbakken,33350057,Maria Erecinska,93318566,coauthored a paper,"Mildred Cohn, ""Series V: Osbakken, Mary""",,,Promotion dossier includes reference for paper coauthored between the two,,,
Mary Osbakken,33350057,Audrey Evans,92639138,worked in lab together,"Mildred Cohn, Series III: ""University of Pennsylvania-School of Medicine-NMR Facility Users""",,,"connection mentioned numerous times throughout Cohn's correspondence, see for instance folder on NMR faciltiy users at Penn",,,
Mary Osbakken,33350057,Franca Podo,53337774,mentioned in letter,"Britton Chance, ""Osbakken, Mary""",,,"Chance invites Osbakken to event with Podo, implication is she went and they knew each other",,,
Audrey Evans,92639138,Elizabeth Eshelman Miller,elizabeth-miller-biochemistry,worked in lab together|published together,"Mildred Cohn, ""Aiken, Nancy""",,,mentioned as Cohn's main collaborators,,,
Mildred Cohn,28353569,Audrey Evans,92639138,worked in lab together|published together,"Mildred Cohn, ""Aiken, Nancy""",,,,,,
Audrey Evans,92639138,Lizann Bolinger,lizann-bolinger-biophysics,coauthored a paper,"Britton Chance, ""Maris, John M. (et al). 31P Nuclear Magnetic Resonance Spectroscopic...""",1985,,both listed as authors on this paper,,,
Mildred Cohn,28353569,Linda S. Powers,21181157,recommends,"Mildred Cohn, ""P""",,,Cohn recommends Powers for inclusion in the American Society for Biological Chemists. Powers is also considered for Cohn's job at Penn when she retires.,,,
Mildred Cohn,28353569,Jane H. Park,jane-park-biochemistry,recommends,"Mildred Cohn, ""Park, Jane H.""",1968,,"Cohn recommends Park for the. Garvan Award at the American Chemical Society. It seems that Britton Chance, Janey Park and Mildred Cohn all collaborated on some work together",,,
Mildred Cohn,28353569,Franca Podo,53337774,corresponded with|used this person's scientific contributions,"Mildred Cohn, ""Podo, Franca""",1971-1984|1990-1998,,"Franca Podo worked at the Rockefeller Institute for a year, visited Cohn's lab, then returned to Italy. Cohn has Podo's articles in her papers.",,,
Mildred Cohn,28353569,Sarah Ratner,272055027,corresponded with,"Mildred Cohn, ""Ratner, Sarah""",1960-1970,,"Sarah Ratner - Public Health Research Institute of City of New York, Division of Nutrition and Physiology. Talked about writing an article together.",,,
Mildred Cohn,28353569,Julie Scheffler,julie-scheffer-biochemistry,recommends|mentor relationship|worked in lab with|used this person's scientific contribution,"Mildred Cohn, ""Scheffler, Julie""",1976-1988|????|1980-1985,,Julie Scheffler worked as a post-doc for Cohn from 1980-1982.,,,
Mildred Cohn,28353569,Maxine F. Singer,17282599,corresponded with|used each other's research,"Mildred Cohn, ""Singer, Maxine F.""",1961-2005,,Singer recommends Miss Judith Keyes to Cohn as a technician. In the 1960s they discuss results of their experiments and make plans to visit each other.,,,
Maxine F. Singer,17282599,Judith Keyes,judith-keyes-biology,recommends,"Mildred Cohn, ""Singer, Maxine F.""",,,,,,
Mildred Cohn,28353569,Judith Keyes,judith-keyes-biology,received letter of recommendation about,"Mildred Cohn, ""Singer, Maxine F.""",,,,,,
Mildred Cohn,28353569,Linda Tombras Smith,linda-tombras-smith-biology,worked in lab with|recommends,"Mildred Cohn, ""Smith, Linda""",1977-1979|1979,,"Smith worked with Cohn as a postdoc. Cohn recommended her to Cal State University Hayword, Monsanto, Washington University, Molecular Biology Institute, UC-Davis. She takes a job at UC-Davis.",,,
Mildred Cohn,28353569,Christine Zioudrou,christine-zioudrou-chemistry,corresponded with,"Mildred Cohn, ""Zioudrou, Christine""",1965-1968,,"Worked on NMR. Spent time at Michigan State University as well as the Nuclear Research Center ""Democritus"" in Greece",,,
Christine Zioudrou,christine-zioudrou-chemistry,Maxine F. Singer,17282599,mentioned in letter,"Mildred Cohn, ""Zioudrou, Christine""",1968,,"Cohn mentions ""Maxine"" in letter to Zioudrou. Given the content and the fact that there is Zioudrou material in Singer's papers at LOC, feel pretty confident we can assume this is Singer",,,
Mildred Cohn,28353569,Lizann Bolinger,lizann-bolinger-biophysics,used this person's scientific contribution,"Mildred Cohn, Series V: ""Bolinger, Lizann""",,,"Cohn has Boilnger's ""Introduction to Spectroscopy"" in her materials",,,
Mildred Cohn,28353569,Carol Caperelli,carol-caperelli-biology,corresponded with|used this person's scientific contribution,"Mildred Cohn, Series V: ""Caperelli, Carol""",1985-1987,,Cohn has an article from Caperelli in her materials,,,
Mildred Cohn,28353569,Barbara Joyce,barbara-joyce-microbiology,used this person's scientific contribution,"Mildred Cohn, Series V: ""Joyce, Barbara""",,,Cohn has articles from Joyce in her papers,,,
Mildred Cohn,28353569,Elizabeth Eshelman Miller,elizabeth-miller-biochemistry,used this person's scientific contribution|worked in lab together|worked in the same institution,"Mildred Cohn, Series V: ""Miller, Elizabeth Eshelman""",1967-1990,,"Cohn has Miller's articles in her papers, specifically ""Enhanced tumor response to cycle-specific chemotherapy by parenteral amino acid administration; Evaluation of the development of FUDR resistance in the mouse glioma by 31P spectroscopy.""",,,
Mildred Cohn,28353569,Gloria Torralba,gloria-torralba-biology,used this person's scientific contribution,"Mildred Cohn, Series V: ""Torralba, Gloria""",1979-1982,,Cohn has articles from Torralba in her papers,,,
Gloria Torralba,gloria-torralba-biology,Hannelore Diefenbach,hannelore-diefenbach-biochemistry,worked in lab with|corresponded with,"Mildred Cohn, Series V: ""Gloria Torralba""",,,GT inquires several times about Hannelore in the letters,,,
Mildred Cohn,28353569,Beatrice Mintz,65474773,recommends,"Mildred Cohn, ""M""",,,Cohn nominates Mintz for the L'OREAL awards for Women in Science,,,
Rose Mooney-Slater,rose-mooney-slater-physics,Ruth Rogan Benerito,ruth-benerito-chemistry,corresponded with|worked in same institution as,"Rose Mooney-Slater, ""Benerito, Ruth Rogan""",1954-1976,,"Benerito was a chemist and worked on the chemistry of fabrics, especially cotton. Benerito and Slater corresponded often and were friends. She received a B.S. in chemistry from Newcomb College, graduate work at Bryn Mawr, M.S. from Tulane, Ph.D. in chemistry from University of Chicago. She also won the Garvvan Award from the American Chemical Society.",,,
Ruth Rogan Benerito,ruth-benerito-chemistry,Dorothy K. Daspit,dorothy-daspit-physics,mentioned in letter,"Rose Mooney-Slater, ""Benerito, Ruth Rogan""",1954,,"Mentions of ""Dot Daspit"" in letter from RRB to RMS",,,
Rose Mooney-Slater,rose-mooney-slater-physics,Natasha Goldowski Renner,natasha-renner-physics,corresponded with,"Rose Mooney-Slater, ""Goldowski, N.""",1945,,"Natasha, born Nathalie in Russia, Goldowski wrote to RMS in 1945 asking if she knew of any positions in science for teaching. In 1947 she lost her secuirty clearance due to the Red Scare. Goldowski worked on the Manhattan Project, taught at an experimental college, Black Mountain College, and then",,,
Rose Mooney-Slater,rose-mooney-slater-physics,Elizabeth Hirschfelder,112006258,corresponded with,"Rose Mooney-Slater, ""Hirschfelder, Joseph O. and Elizabeth""",1970-1981,,RMS corresponded with both Elizabeth and Joseph Hirschfelder about topics related to their personal lives and profesisonal interests.,,,
Rose Mooney-Slater,rose-mooney-slater-physics,Margaret Herrman Kurbatov,margaret-kurbatov-chemistry,corresponded with,"Rose Mooney-Slater, ""Kurbatov, Joann Ivan D. and Margaret Herman""",1935-1981,,"It seems RMS was possibly Ivan's professor? Or at least he called her professor. Margaret (Peg) and RMS are very friendly and share lists of chemicals in each other's labs. Margaret worked for the Ohio State University as a research technician, but also taught, one letter listing very large lectures.",,,
Margaret Herrman Kurbatov,margaret-kurbatov-chemistry,H. Anne Plettinger,anne-plettinger-physics,mentioned in letter,"Rose Mooney-Slater, ""Kurbatov, Joann Ivan D. and Margaret Herman""",,,"RMS mentions HAP to MHK, comparing the life of single women academics to married ones. Seems HAP and MHK knew each other, though perhaps only through RMS.",,,
Margaret Herrman Kurbatov,margaret-kurbatov-chemistry,Agnes Sanders Riley,70510917,mentioned in letter,"Rose Mooney-Slater, ""Kurbatov, Joann Ivan D. and Margaret Herman""",,,"another casual drop of the name, seems they all knew each other",,,
Anna E. Many,21387165,Rose Mooney-Slater,rose-mooney-slater-physics,mentor relationship|corresponded with,"Rose Mooney-Slater, ""Newcomb College""",1926-1936|1954,,Anna Many was a dean at Newcomb College where RMS did her undergrad. Many was a mathemitician and dean of students. Many was a member of the AAUW.,,,
Anna E. Many,21387165,Dorothy K. Daspit,dorothy-daspit-physics,worked in same institution as|mentioned in letter,"Rose Mooney-Slater, ""Newcomb College""",,,"Letter from Many to RMS in the Newcomb College folder acknowledging that the university, per RMS's recommendation, will be giving a raise to Daspit.",,,
Rose Mooney-Slater,rose-mooney-slater-physics,Dorothy K. Daspit,dorothy-daspit-physics,corresponded with|worked in same institution as|recommended,"Rose Mooney-Slater, ""Newcomb College""",1950-1953,Newcomb College Folder,"Dorothy K. Daspit was Assistant Professor of Physics at Newcomb College and worked with RMS. There are letters to ""Dot"" in ""Newcomb College"" folder. I believe these are to Dorothy.",,,
Rose Mooney-Slater,rose-mooney-slater-physics,H. Anne Plettinger,anne-plettinger-physics,corresponded with|used each others research,"Rose Mooney-Slater, ""Plettinger, H. Anne""",1943-1976|,,"Anne Plettinger worked with Zachariason, and then at Argonne National Laboratories. Anne and Rose were very good friends and colleagues - they talked about personal moments, professional accomplishments and were very dear to each other.",,,
H. Anne Plettinger,anne-plettinger-physics,Ruth Rogan Benerito,ruth-benerito-chemistry,mentioned in letter,"Rose Mooney-Slater, ""Plettinger, H. Anne""",1943-1945,,"Many mentions of ""Ruth"" in the correspondence between RMS and HAP. I am fairly confident these refer to RRB given the institutions and dates involved. Both seem very invested in her career.",,,
Rose Mooney-Slater,rose-mooney-slater-physics,Nancy E. Ragaini,nancy-ragaini-physics,corresponded with|worked in lab with,"Rose Mooney-Slater, ""Ragaini, Nancy E.""",,,"Nancy ran RMS's lab at MIT in 1964-65 and reported to RMS on the growth of crystals and status of lab, also sent imaging samples.",,,
Rose Mooney-Slater,rose-mooney-slater-physics,Mary E. Mrose,75940137,requested reprints,"Rose Mooney-Slater, ""Reprint Requests""",1962,,Mary Mrose requested reprints that appeared in Acta Crystollography. Mrose was with the US Geological Survey and interested in crystallography. https://www.iucr.org/news/newsletter/volume-11/number-2/mrose-1912-2003,,,
Rose Mooney-Slater,rose-mooney-slater-physics,Joan R. Clark,joan-clark-chemistry,requested reprints,"Rose Mooney-Slater, ""Reprint Requests""",1962,,"Clark was at School of Chemistry, University of Sydney, also seemed friendly.",,,
Rose Mooney-Slater,rose-mooney-slater-physics,Agnes Sanders Riley,70510917,recommended|corresponded with,"Rose Mooney-Slater, ""Riley, Agnes Saunders""",1971|1969-1977,,Agnes was a colleague of RMS at Newcomb. She taught chemistry. RMS recommended her for admission to Phi Beta Kappa.,,,
Rose Mooney-Slater,rose-mooney-slater-physics,Jenny Glusker,51777052,corresponded with|used each other's research,"Jenny Pickworth Glusker, Series III: ""Slater, Rose C.L.""",,,Glusker and Dan McLachlan were co-editors on a volume on crystallography in North America and Rose Mooney-Slater was invited to submit something to the volume in 1980.,,,
Florence Rena Sabin,74652573,Marcella O'Grady Boveri,67213469,women appearing in letters|corresponded with,"Florence Rena Sabin, ""Naples Table Association""",,,"Boveri held the Naples Table in 1912. There's also a letter from her stating: A letter from Marcella Boveri (holds the Naples Table in 1912) from Stuttgart and Wurzburg. Saying ""Even if I return to teach here, I shall always go over for vacation from June to Sept.""",,,
Marion Hines,6448391,Hertha Sponer,20509982,recommended,"Florence Rena Sabin, ""Sponer, Hertha""",,,Hines recommended Sponer to Flexner who then recommended to colleagues at Duke. This earned Sponer her position.,,,
Janet Howell Clark,34818238,Hertha Sponer,20509982,recommends,"Florence Rena Sabin, ""Sponer, Hertha""",,,Clark put in the good word for Sponer based on the strength of her work alone. Did not know personally.,,,
Esther Caukin Brunauer,309564051,Marion Hines,6448391,corresponded with,"Florence Rena Sabin, ""Sponer, Hertha""","May 4, 1934",,ECB reaches out to Hines about securing Sponer a position,,,
Esther Caukin Brunauer,309564051,Hertha Sponer,20509982,recommends,"Florence Rena Sabin, ""Sponer, Hertha""","May 4, 1934",,,,,
Marion Hines,6448391,Lise Meitner,64160163,mentioned in letter,"Florence Rena Sabin, ""Sponer, Hertha""",,,"Hines claims to have met Meitner. She and Janet Clark consider her a good physicist, alongside Sponer and Irene Curie",,,
Marion Hines,6448391,Irene Curie,51749209,mentioned in letter,"Florence Rena Sabin, ""Sponer, Hertha""",,,,,,
Florence Barbara Seibert,290322767,Rachel Carson,4927694,corresponded with,"Florence Barbara Seibert, ""Carson, Rachel""",1963,,Seibert writes to Carson how much she admired and enjoyed Silent Spring. Carson writes back a note of thanks and that she has heard of Seibert's work from Alice Mullen. She writes she hopes they can meet some day.,,,
Florence Barbara Seibert,290322767,Margaret Reed Lewis,240455520,corresponded with,"Florence Barbara Seibert, ""Lewis, Warren Harmon and Margaret Reed""",1947-1958,,Margaret and Warren Lewis worked together on cancer research. Seibert corresponded with both. Florence read and commented on some of Margaret's drafts of papers/work.,,,
Florence Barbara Seibert,290322767,Catherine Macfarlane,catherine-macfarlane-medicine,corresponded with,"Florence Barbara Seibert, ""Macfarlane, Catherine""",1965,,"Macfarlane visits Seibert in Florida. Says Dr. Fay was ""most interested"" in the work Seibert was doing. Could Dr. Fay be Marion Fay? Likely.",,,
Catherine Macfarlane,catherine-macfarlane-medicine,Marion Fay,106916582,mentioned in letter,"Florence Barbara Seibert, ""Macfarlane, Catherine""",1965,,,,,
Marion Fay,106916582,Margaret Reed Lewis,240455520,corresponded with,"Warren H. Lewis, ""Fay, Marion",1956,,"invites Warren and Margaret Lewis to dinner with Honor B. Fell, who is visiting from Cambridge. They accept",,,
Florence Barbara Seibert,290322767,Maud Slye,4741220,corresponded wtih,"Florence Barbara Seibert, ""Slye, Maud""",1934-1943,,"Maude Slye was a pathologist who worked on hereditary cancer in mice. Slye started a letter to Seibert as ""Dear Science Sister..."" In another letter she writes ""I have so often wished you were here. I still miss you very much. I wish you could come over to the garden this aternoon, and let me read some of my poetry to you; for you, with your delicate sensibility, always seemed to unerstand the thoughts that were beauty to me, and the sort of dreams that helped to make my life. I think you liked my poetry; that helped me."" she published a book fo poems.",,,
Janet Howell Clark,34818238,Barbara McClintock,14832103,recommends,"Curt Stern,""McClintock, Barbara""",,,,,,
Barbara McClintock,14832103,Beatrice Mintz,65474773,recommends,"Barbara McClintock, ""Paigen, Kenneth""",,,,,,
Eva Eicher,eva-eicher-genetics,Beatrice Mintz,65474773,asks for advice,"Ernst Caspari, ""Eicher, Eva""",,,,,,
Eva Eicher,eva-eicher-genetics,Margaret Green,5510273,published together|worked at same institution as,"Ernst Caspari, ""Eicher, Eva""",,,,,,
Salome Gluecksohn-Waelsch,47716433,Eva Eicher,eva-eicher-genetics,received letter of recommendation about,"Ernst Caspari, ""Eicher, Eva""",,,"SGW served as reviewer for EE's grant app, seems to have been grueling experience but they also appear to have continued corresponding afterwards",,,
Salome Gluecksohn-Waelsch,47716433,Kristine Bonnevie,39739770,used this person's scientific contribution,"L. C. Dunn, ""Bonnevie, Kristine""",,1940,two letters in which Bonnevie mentions Salome's research,,,
Kristine Bonnevie,39739770,Gudrun Ruud,235149106375568492912,mentor relationship,"L. C. Dunn, ""Bonnevie, Kristine""",,1933,letter from Ruud to Dunn mentioning mentor relationship,,,
Eva Eicher,eva-eicher-genetics,Elizabeth Russell,84841281,worked at same institution as,"Ernst Caspari, ""Eicher, Eva""",,,,,,
Rhoda Erdmann,77069858,Margaret Reed Lewis,240455520,published together,"Simon Flexner, ""Erdmann, Rhoda""",,,,,,
Jean Macnamara,45059336,Margaret Pittman,311772226,asks for introduction,"Simon Flexner, ""Macnamara, Jean""",,,,,,
Maxine F. Singer,17282599,Marianne Grunberg-Manago,110625751,used this person's scientific contribution,"Horace Freeland Judson, ""Singer, Maxine""",,,"Singer discusses the work of Grunberg-Manago and her contributions in an interview, praises achievements",,,
Dorothy H. Anderson,dorothy-anderson-pathology,Lotte Strauss,309724749,recommends,"Erwin Chargaff, ""Anderson, Dorothy H.""",,,,,,
Barbara McClintock,14832103,Harriet Creighton,14461774,mentor relationship,"Curt Stern, Box 16, ""Barbara McClintock""",,,,,,
Elizabeth Russell,84841281,Salome Gluecksohn-Waelsch,47716433,collaborated with,"Sewall Wright, ""Genetics Society of America: Russell, Elizabeth""",,,,,,
Elizabeth Russell,84841281,Janice Spofford,janice-spofford-genetics,published together,"Genetics Society of America, ""Committee on Genetics, Race, Intelligence: Spofford, Janice B x Elizabeth Russell""
1974-1975",,,collaborated together on statement for GSA against racist uses of genetics in studies of intelligence,,,
Maude E. Abbott,74657198,Minnie Wright Blogg,minnie-wright-blogg-medicine,published together,"Simon Flexner, ""Abbott, Maude E.""",,,,,,
Minnie Wright Blogg,minnie-wright-blogg-medicine,Florence Rena Sabin,74652573,corresponded with,"Florence Rena Sabin, ""B""",1934,,corresponded about Sabin's book on Franklin P. Mall,,,
Gina Castelnuovo,gina-castelnuovo-biology,Isabel Morgan,isabel-morgan-virology,corresponded with,"Peter K. Olitsky, ""Castelnuovo, Gina""",,,,,,
Lilian Vaughan Morgan,207145857936423021318,Isabel Morgan,isabel-morgan-virology,corresponded with,Isabel Morgan Mountain papers,,,Duh,,,
Alice Hamilton,32005966,Tilly Edinger,54898057,recommends,"George Gaylord Simpson, ""Hamilton, Alice""",,,,,,
Beatrice Mintz,65474773,Elizabeth Russell,84841281,published together,"Thomas Foxen Anderson, ""Mintz, Beatrice""",,,,,,
Clara Lynch,clara-lynch-biology,Maud Slye,4741220,women appearing in letters,"George W. Corner, ""Corner, George W. Publications. Rockefeller Institute. Corner correspondence. Clara J. Lynch""",,,,,,
Louise Pearce,56214499,Marion Fay,106916582,worked at same institution as,"George W. Corner, ""Fay, Marion""|Florence Barbara Seibert, ""Women's Medical College of Pennsylvania""",,,Corner refers to Fay as a dear friend both to himself and Pearce,,,
Persis Putnam,305455410,E. Joyce Isaacs,joyce-isaacs-medicine,collaborated with,"Eugene Opie, ""Putnam, Persis""",,,,,,
Maxine F. Singer,17282599,Janet Mertz,janet-mertz-biochemistry,mentioned in letter,"Horace Freeland Judson, ""Singer, Maxine""",,,Singer discusses Mertz's contributionsto science and offers her evaluation,,,
Florence Rena Sabin,74652573,Nine Choucroun,nine-choucroun-biochemistry,corresponded with,"Florence Rena Sabin, ""Choucroun, Nine""",,,"letter from Choucroun in French asking to meet with Sabin in NYC. Includes Choucroun's CV/description of her works, also in French. no response from Sabin. According to her Wiki, escaped France in the 40s",,,
Lise Meitner,64160163,Irene Curie,51749209,mentioned in letter,"Mss.530.1.Ar2.5, ""Meitner, Lise""",,,,,,
Hertha Sponer,20509982,Lise Meitner,64160163,mentioned in letter,"Mss.530.1.Ar2.5, ""Franck, James""",,,,,,
Jessie L. King,jessie-king-physiology,Lilian Welsh,73239411,worked at same institution as,"H. S. Jennings, ""King, Jessie L""",,,,,,
Janet Howell Clark,34818238,Mary Sherwood,mary-sherwood-medicine,women appearing in letters,"Florence Rena Sabin, ""Clark, Janet Howell""",,,JHC informs FRS about Sherwood's death,,,
Janet Howell Clark,34818238,Lilian Welsh,73239411,women appearing letters,"Florence Rena Sabin, ""Clark, Janet Howell""",,,JHC mentions Welsh while discussing Sherwood's death in letter to FRS,,,
Janet Howell Clark,34818238,Helen Dean King,51423735,received letter of recommendation about,"Florence Rena Sabin, ""Clark, Janet Howell""",,,,,,
Janet Howell Clark,34818238,Clara Lynch,clara-lynch-biology,received letter of recommendation about,"Florence Rena Sabin, ""Clark, Janet Howell""",,,,,,
Janet Howell Clark,34818238,Rebecca Lancefield,194154196756120110412,received letter of recommendation about,"Florence Rena Sabin, ""Clark, Janet Howell""",,,,,,
Janet Howell Clark,34818238,Florence Barbara Seibert,290322767,received letter of recommendation about,"Florence Rena Sabin, ""Clark, Janet Howell""",,,,,,
Janet Howell Clark,34818238,Maud Slye,4741220,recommends,"Florence Rena Sabin, ""Clark, Janet Howell""",,,,,,
Janet Howell Clark,34818238,Gladys Dick,26144977,recommends,"Florence Rena Sabin, ""Clark, Janet Howell""",,,,,,
Margaret Green,5510273,Muriel Davisson,43170159,worked in lab with|worked at same institution as,"Jackson Laboratory Oral History, ""Green, Margaret""",,,,,,
Margaret Green,5510273,Betty Woodworth,betty-woodworth-genetics,worked in lab with|worked at same institution as,"Jackson Laboratory Oral History, ""Green, Margaret""",,,likely some sort of mouse technician or research assistant - we could remove her,,,
Margaret Green,5510273,Margaret Dickie,margaret-dickie-genetics,worked in lab with|worked at same institution as,"Jackson Laboratory Oral History, ""Green, Margaret""",,,,,,
Margaret Green,5510273,Priscilla Lane,priscilla-lane-genetics,worked in lab with|worked at same institution as,"Jackson Laboratory Oral History, ""Green, Margaret""",,,,,,
Margaret Green,5510273,Elizabeth Russell,84841281,worked in lab with|worked at same institution as,"Jackson Laboratory Oral History, ""Green, Margaret""",,,,,,
Priscilla Lane,priscilla-lane-genetics,Margaret Dickie,margaret-dickie-genetics,worked in lab with|worked at same institution as,"Jackson Laboratory Oral History, ""Lane, Priscilla""",,,,,,
Priscilla Lane,priscilla-lane-genetics,Elizabeth Russell,84841281,worked in lab with|worked at same institution as,"Jackson Laboratory Oral History, ""Lane, Priscilla""",,,,,,
Elizabeth Russell,84841281,Katrina Hummel,katrina-hummel-genetics,worked in lab with|worked at same institution as,"Jackson Laboratory Oral History, ""Russell, Elizabeth Shull""",,,,,,
Elizabeth Russell,84841281,Charity Waymouth,236663052,worked in lab with|worked at same institution as,"Jackson Laboratory Oral History, ""Russell, Elizabeth Shull""",,,,,,
Margaret Green,5510273,Charity Waymouth,236663052,worked in lab with|worked at same institution as,"Jackson Laboratory Oral History, ""Russell, Elizabeth Shull""",,,,,,
Irene Diller,irene-diller-medicine,Eleanor Alexander-Jackson,eleanor-alexander-jackson-bacteriology,used each others research|collaborated with,"Florence Barbara Seibert, ""Irene Diller, #1""",,,Diller discusses Eleanor Jackson's research quite frequently in her letters with Seibert.,,,
Florence Barbara Seibert,290322767,Eleanor Alexander-Jackson,eleanor-alexander-jackson-bacteriology,used each other's research,"Florence Barbara Seibert, ""Irene Diller, #1""",,,,,,
Irene Diller,irene-diller-medicine,Edith Mankiewicz,316902644,used each other's research,"Florence Barbara Seibert, ""Irene Diller, #2""",,,,,,
Edith Mankiewicz,316902644,Eleanor Alexander-Jackson,eleanor-alexander-jackson-bacteriology,used each other's research,"Florence Barbara Seibert, ""Manciewicz, Edith""",,,,,,
Janet Howell Clark,34818238,Eleanor Alexander-Jackson,eleanor-alexander-jackson-bacteriology,mentioned in letter,"Florence Barbara Seibert, ""Diller, Irene""",,,,,,
Virginia Livingston,57991060,Eleanor Alexander-Jackson,eleanor-alexander-jackson-bacteriology,mentioned in letter,"Florence Barbara Seibert, ""Diller, Irene""",,,,,,
Virginia Livingston,57991060,Janet Howell Clark,34818238,mentioned in letter,"Florence Barbara Seibert, ""Diller, Irene""",,,,,,
Florence Barbara Seibert,290322767,Edith Mankiewicz,316902644,corresponded with,"Florence Barbara Seibert, ""Manciewicz, Edith""",,,,,,
Rosette Coidan,rosette-coidan-medicine,Eleanor Alexander-Jackson,eleanor-alexander-jackson-bacteriology,used this person's scientific contribution,"Florence Barbara Seibert, ""Irene Diller, #1""",,,,,,
Edith Mankiewicz,316902644,Elizabeth Eshelman Miller,elizabeth-miller-biochemistry,used this person's scientific contribution,"Florence Barbara Seibert, ""Irene Diller, #2""",,,,,,
